order_id,customer_name,category,product,price,quantity,order_date,region,payment_method,rating
1278,Kamran Javed,Home & Kitchen,LED Desk Lamp,246.93,2,2024-02-01,Central,Bank Transfer,3.0
1279,Hassan Raza,Clothing,Cotton T-Shirt,8.53,2,2024-05-13,East,Credit Card,
1280,Bilal Ahmed,Electronics,Wireless Mouse,299.16,2,2025-03-30,East,Credit Card,5.0
1281,Ali Raza,Sports,Cycling Gloves,247.4,4,2025-05-23,West,Debit Card,3.0
1282,Mariam Javed,Home & Kitchen,Throw Pillow,265.61,1,2024-09-08,West,Bank Transfer,5.0
1283,Rabia Khan,Clothing,Wool Sweater,63.84,5,2024-09-12,West,PayPal,5.0
1284,Ali Iqbal,Sports,Jump Rope,99.87,3,2024-07-03,Central,Debit Card,5.0
1285,Ayesha Ahmed,Electronics,Noise Cancelling Headphones,161.18,5,2024-08-26,South,Debit Card,5.0
1286,Ayesha Malik,Electronics,Laptop Stand,174.83,4,2024-12-29,South,Bank Transfer,3.0
1287,Faisal Hussain,Sports,Yoga Mat,212.52,3,2024-05-25,West,Bank Transfer,5.0
1288,Sana Khan,Electronics,Laptop Stand,182.49,1,2025-06-23,East,Bank Transfer,3.0
1289,Fatima Butt,Clothing,Running Shoes,22.57,2,2024-05-25,East,Credit Card,3.0
1290,Ayesha Raza,Sports,Yoga Mat,104.29,3,2024-05-19,West,PayPal,4.0
1291,Kamran Shah,Sports,Water Bottle,70.85,5,2024-06-28,East,Debit Card,4.0
1292,Ayesha Chaudhry,Sports,Cycling Gloves,255.97,5,2024-02-03,East,Bank Transfer,3.0
1293,Hina Iqbal,Books,Cookbook,102.69,1,2024-08-31,South,Credit Card,
1294,Hina Shah,Books,Fiction Novel,83.24,2,2024-03-10,North,Credit Card,5.0
1295,Rabia Raza,Clothing,Wool Sweater,150.46,4,2024-12-25,North,Cash on Delivery,
1296,Ali Iqbal,Clothing,Wool Sweater,26.74,1,2024-10-28,East,Credit Card,4.0
1297,Amna Chaudhry,Clothing,Leather Belt,27.13,1,2024-12-12,West,Credit Card,2.0
1298,Hassan Raza,Books,Cookbook,20.8,3,2024-07-29,Central,Bank Transfer,5.0
1299,Bilal Khan,Electronics,Wireless Mouse,120.91,5,2025-05-17,East,Credit Card,2.0
1300,Ayesha Shah,Sports,Cycling Gloves,63.9,1,2024-07-30,North,Cash on Delivery,4.0
1301,Ayesha Iqbal,Books,Self-Help Guide,31.89,5,2025-01-31,West,PayPal,4.0
1302,Bilal Ahmed,Books,Self-Help Guide,71.74,3,2024-03-04,North,PayPal,4.0
1303,Nadia Butt,Clothing,Baseball Cap,22.99,4,2025-06-19,West,Bank Transfer,3.0
1304,Ayesha Hussain,Electronics,USB-C Cable,40.48,4,2024-06-26,South,Debit Card,5.0
1305,Amna Shah,Books,Cookbook,299.19,6,2024-05-31,East,Credit Card,4.0
1306,Nadia Ahmed,Home & Kitchen,LED Desk Lamp,158.31,1,2025-06-19,West,Debit Card,4.0
1307,Rabia Iqbal,Electronics,Bluetooth Speaker,170.99,1,2024-10-19,West,PayPal,2.0
1308,Amna Chaudhry,Books,Fiction Novel,55.8,4,2024-05-27,West,Credit Card,2.0
1309,Ali Iqbal,Clothing,Cotton T-Shirt,225.0,3,2025-01-16,East,PayPal,5.0
1310,Omar Shah,Electronics,Laptop Stand,44.64,6,2025-03-29,West,Bank Transfer,
1311,Imran Malik,Books,Programming Handbook,229.05,3,2024-02-27,North,PayPal,4.0
1312,Sara Hussain,Sports,Jump Rope,13.54,2,2024-07-24,North,Cash on Delivery,5.0
1313,Fatima Khan,Home & Kitchen,LED Desk Lamp,247.93,5,2025-02-10,South,PayPal,5.0
1314,Usman Ahmed,Books,History Book,167.64,3,2024-06-16,East,Credit Card,2.0
1315,Usman Raza,Clothing,Denim Jacket,195.98,6,2024-07-30,,Credit Card,
1316,Amna Shah,Clothing,Baseball Cap,241.26,2,2024-09-15,East,Cash on Delivery,2.0
1317,Faisal Ahmed,Clothing,Wool Sweater,94.13,5,2025-02-10,North,Bank Transfer,
1318,Sana Ahmed,Sports,Jump Rope,184.67,3,2024-04-20,East,PayPal,
1319,Amna Raza,Home & Kitchen,Non-stick Pan,49.23,2,2024-02-28,East,Debit Card,5.0
1320,Faisal Chaudhry,Home & Kitchen,Throw Pillow,124.36,6,2024-02-06,South,PayPal,3.0
1321,Mariam Ahmed,Books,Self-Help Guide,154.66,2,2024-07-04,West,Debit Card,5.0
1322,Zainab Iqbal,Clothing,Leather Belt,270.38,6,2024-04-01,South,PayPal,2.0
1323,Sara Chaudhry,Home & Kitchen,Storage Bin,91.75,1,2025-04-26,Central,Bank Transfer,4.0
1324,Bilal Malik,Electronics,Power Bank,161.3,4,2024-02-25,South,PayPal,2.0
1325,Ahmed Javed,Books,Cookbook,98.33,6,2024-07-03,East,,3.0
1326,Sana Ahmed,Home & Kitchen,Non-stick Pan,229.55,2,2024-06-11,South,Bank Transfer,2.0
1327,Hina Khan,Books,Programming Handbook,6.38,5,2024-07-23,,,3.0
1328,Bilal Ahmed,Clothing,Denim Jacket,209.59,3,2024-11-15,West,Bank Transfer,
1329,Amna Butt,Electronics,Mechanical Keyboard,284.8,4,2025-06-16,East,Cash on Delivery,
1330,Ali Hussain,Books,Self-Help Guide,226.28,2,2025-02-17,South,Debit Card,3.0
1331,Kamran Shah,Clothing,Cotton T-Shirt,113.14,6,2024-02-08,Central,Bank Transfer,5.0
1332,Tariq Raza,Electronics,Wireless Mouse,19.23,1,2025-03-02,North,Bank Transfer,5.0
1333,Usman Chaudhry,Electronics,Mechanical Keyboard,129.16,1,2025-06-16,Central,Debit Card,2.0
1334,Hassan Chaudhry,Sports,Yoga Mat,88.4,1,2025-05-24,South,PayPal,4.0
1335,Hassan Javed,Books,Self-Help Guide,52.31,5,2025-05-23,,Debit Card,5.0
1336,Ahmed Ahmed,Electronics,Noise Cancelling Headphones,49.0,1,2025-06-07,East,Debit Card,5.0
1337,Mariam Iqbal,Books,Fiction Novel,34.44,2,2024-02-10,East,Cash on Delivery,4.0
1338,Omar Iqbal,Electronics,Wireless Mouse,256.34,6,2024-06-23,West,Bank Transfer,5.0
1339,Usman Raza,Home & Kitchen,Non-stick Pan,38.58,4,2025-04-12,West,Cash on Delivery,
1340,Nadia Chaudhry,Clothing,Leather Belt,219.29,2,2024-04-16,West,Bank Transfer,
1341,Sana Javed,Home & Kitchen,Storage Bin,13.5,6,2024-05-13,North,Cash on Delivery,5.0
1342,Faisal Chaudhry,Home & Kitchen,Ceramic Mug Set,212.85,6,2025-06-21,South,PayPal,4.0
1343,Hina Raza,Electronics,Power Bank,200.21,2,2025-05-08,South,Bank Transfer,
1344,Ahmed Javed,Clothing,Baseball Cap,255.41,4,2024-06-18,East,Debit Card,3.0
1345,Ahmed Javed,Clothing,Baseball Cap,194.78,4,2024-08-28,West,Bank Transfer,5.0
1346,Fatima Raza,Home & Kitchen,Ceramic Mug Set,294.3,6,2024-01-19,West,Credit Card,4.0
1347,Tariq Iqbal,Sports,Jump Rope,193.07,5,2024-07-30,East,Credit Card,3.0
1348,Tariq Ahmed,Sports,Jump Rope,144.57,6,2025-01-07,North,Debit Card,5.0
1349,Sara Malik,Home & Kitchen,Storage Bin,158.99,6,2024-04-18,West,Debit Card,2.0
1350,Tariq Hussain,Clothing,Cotton T-Shirt,279.41,4,2024-08-08,East,Credit Card,2.0
1351,Faisal Butt,Sports,Yoga Mat,232.78,4,2025-04-13,South,Cash on Delivery,5.0
1352,Faisal Malik,Books,History Book,147.46,5,2024-06-30,South,Credit Card,2.0
1353,Usman Raza,Home & Kitchen,Storage Bin,265.01,4,2024-09-11,East,PayPal,5.0
1354,Rabia Hussain,Sports,Jump Rope,93.18,6,2024-11-17,South,Debit Card,
1355,Rabia Iqbal,Clothing,Leather Belt,196.78,2,2025-05-30,North,PayPal,4.0
1356,Imran Ahmed,Books,History Book,89.35,4,2024-01-14,North,Cash on Delivery,4.0
1357,Bilal Khan,Home & Kitchen,Non-stick Pan,295.14,6,2024-09-13,East,Debit Card,4.0
1358,Zainab Butt,Electronics,Laptop Stand,224.01,5,2025-02-02,East,Credit Card,2.0
1359,Hassan Chaudhry,Home & Kitchen,Storage Bin,20.87,6,2024-09-14,West,Debit Card,
1360,Mariam Javed,Sports,Jump Rope,222.84,2,2024-07-17,South,Credit Card,4.0
1361,Bilal Malik,Electronics,Power Bank,16.99,3,2024-09-27,Central,PayPal,5.0
1362,Amna Shah,Clothing,Cotton T-Shirt,50.34,3,2024-02-22,West,Bank Transfer,4.0
1363,Ahmed Butt,Home & Kitchen,Storage Bin,69.89,2,2025-06-17,South,Cash on Delivery,4.0
1364,Mariam Hussain,Clothing,Denim Jacket,200.68,3,2025-01-04,Central,Bank Transfer,5.0
1365,Amna Chaudhry,Electronics,Bluetooth Speaker,202.34,4,2024-09-03,South,Credit Card,
1366,Ali Butt,Electronics,Power Bank,80.69,6,2024-10-16,East,Bank Transfer,4.0
1367,Rabia Butt,Clothing,Running Shoes,156.6,1,2024-06-20,North,Credit Card,3.0
1368,Ahmed Malik,Books,Fiction Novel,65.65,6,2025-03-21,North,Cash on Delivery,3.0
1369,Usman Raza,Clothing,Running Shoes,169.63,5,2024-08-21,West,Cash on Delivery,
1370,Faisal Khan,Books,Fiction Novel,162.78,6,2024-03-05,North,PayPal,4.0
1371,Kamran Khan,Home & Kitchen,Storage Bin,30.52,4,2025-01-25,West,Debit Card,4.0
1372,Hina Khan,Sports,Water Bottle,288.24,2,2024-11-01,Central,,4.0
1373,Hassan Iqbal,Sports,Cycling Gloves,163.46,1,2024-11-08,South,Cash on Delivery,
1374,Fatima Malik,Clothing,Denim Jacket,186.98,3,2024-07-17,Central,Credit Card,4.0
1375,Faisal Javed,Home & Kitchen,Cutting Board,24.87,1,2024-07-21,East,PayPal,4.0
1376,Sana Javed,Home & Kitchen,Storage Bin,25.59,2,2024-11-21,East,Bank Transfer,
1377,Ayesha Khan,Sports,Jump Rope,112.53,3,2025-03-14,East,Debit Card,3.0
1378,Sana Javed,Home & Kitchen,LED Desk Lamp,44.62,6,2024-12-05,West,PayPal,5.0
1379,Usman Ahmed,Sports,Yoga Mat,253.33,2,2024-07-20,North,Credit Card,4.0
1380,Rabia Shah,Sports,Cycling Gloves,231.91,2,2024-02-07,Central,Bank Transfer,5.0
1381,Bilal Javed,Books,Cookbook,267.97,5,2024-10-24,Central,Bank Transfer,4.0
1382,Tariq Malik,Clothing,Baseball Cap,206.83,5,2024-05-23,South,Bank Transfer,
1383,Ahmed Shah,Books,Self-Help Guide,16.92,4,2024-08-25,East,Debit Card,5.0
1384,Sara Iqbal,Home & Kitchen,Throw Pillow,143.55,4,2024-02-17,North,Bank Transfer,
1385,Kamran Iqbal,Home & Kitchen,Storage Bin,165.58,2,2025-01-20,Central,Credit Card,4.0
1386,Sana Chaudhry,Clothing,Baseball Cap,124.72,3,2025-05-13,North,Bank Transfer,4.0
1387,Hina Chaudhry,Sports,Water Bottle,67.4,2,2024-06-10,North,Debit Card,2.0
1388,Nadia Khan,Books,Programming Handbook,146.31,5,2024-06-14,South,Credit Card,4.0
1389,Ayesha Shah,Sports,Yoga Mat,267.79,2,2024-02-27,South,Bank Transfer,2.0
1390,Amna Javed,Electronics,Mechanical Keyboard,284.44,2,2025-04-04,West,Debit Card,3.0
1391,Ayesha Iqbal,Sports,Resistance Bands,188.85,5,2024-09-27,West,Bank Transfer,
1392,Nadia Malik,Clothing,Cotton T-Shirt,9.89,5,2025-05-31,Central,Credit Card,4.0
1393,Amna Butt,Electronics,Bluetooth Speaker,32.49,6,2024-05-13,North,Cash on Delivery,4.0
1394,Hina Chaudhry,Sports,Cycling Gloves,72.7,4,2025-01-25,Central,Credit Card,2.0
1395,Usman Hussain,Clothing,Cotton T-Shirt,88.56,5,2025-02-22,North,Credit Card,
1396,Hina Ahmed,Books,Cookbook,207.89,3,2025-02-22,South,Cash on Delivery,
1397,Kamran Hussain,Sports,Cycling Gloves,171.58,5,2024-10-09,West,Bank Transfer,4.0
1398,Kamran Malik,Sports,Cycling Gloves,79.86,3,2024-12-18,North,Debit Card,5.0
1399,Ayesha Raza,Electronics,Laptop Stand,154.96,3,2024-02-23,North,Credit Card,4.0
1400,Amna Khan,Electronics,Bluetooth Speaker,82.61,3,2024-03-22,West,Cash on Delivery,
1401,Tariq Khan,Sports,Yoga Mat,283.99,2,2025-05-21,South,Bank Transfer,5.0
1402,Sara Iqbal,Sports,Jump Rope,211.04,5,2024-06-22,South,Credit Card,4.0
1403,Imran Khan,Books,Self-Help Guide,202.55,4,2024-07-24,North,Credit Card,4.0
1404,Amna Hussain,Sports,Water Bottle,107.51,3,2024-08-19,,Cash on Delivery,
1405,Omar Ahmed,Sports,Yoga Mat,169.8,5,2024-10-28,Central,PayPal,4.0
1406,Tariq Javed,Books,Programming Handbook,171.13,2,2024-12-13,Central,Credit Card,5.0
1407,Hina Butt,Clothing,Leather Belt,211.85,3,2025-02-26,Central,Credit Card,5.0
1408,Omar Iqbal,Home & Kitchen,Ceramic Mug Set,168.59,2,2025-05-02,South,Bank Transfer,5.0
1409,Usman Hussain,Clothing,Wool Sweater,222.45,2,2024-09-04,South,Debit Card,3.0
1410,Amna Khan,Electronics,Bluetooth Speaker,276.46,6,2025-05-19,Central,Credit Card,5.0
1411,Kamran Hussain,Sports,Water Bottle,149.79,5,2024-10-13,Central,Debit Card,5.0
1412,Tariq Ahmed,Sports,Yoga Mat,153.23,4,2024-06-27,Central,,3.0
1413,Amna Shah,Clothing,Wool Sweater,176.4,3,2025-01-05,South,Bank Transfer,5.0
1414,Hassan Raza,Sports,Water Bottle,112.95,4,2025-03-10,East,PayPal,2.0
1415,Zainab Butt,Clothing,Baseball Cap,207.37,1,2024-10-03,West,Cash on Delivery,3.0
1416,Sana Malik,Clothing,Wool Sweater,242.67,2,2025-03-07,Central,Bank Transfer,3.0
1417,Sara Hussain,Sports,Jump Rope,19.07,1,2024-06-16,East,Cash on Delivery,
1418,Hina Khan,Home & Kitchen,LED Desk Lamp,111.29,5,2024-09-20,West,Credit Card,3.0
1419,Mariam Iqbal,Clothing,Baseball Cap,174.89,6,2024-06-27,East,Bank Transfer,5.0
1420,Ayesha Iqbal,Electronics,Power Bank,186.03,4,2024-05-28,West,Bank Transfer,
1421,Mariam Shah,Electronics,USB-C Cable,106.37,3,2024-11-20,Central,Cash on Delivery,5.0
1422,Ayesha Malik,Home & Kitchen,Cutting Board,178.14,4,2025-02-27,North,Debit Card,3.0
1423,Ahmed Javed,Electronics,Laptop Stand,54.24,1,2024-04-07,Central,Credit Card,5.0
1424,Kamran Shah,Electronics,Bluetooth Speaker,82.42,2,2024-03-27,South,Debit Card,5.0
1425,Omar Javed,Sports,Resistance Bands,13.43,6,2024-12-31,West,Bank Transfer,5.0
1426,Imran Butt,Sports,Resistance Bands,179.3,4,2025-03-21,East,PayPal,5.0
1427,Mariam Khan,Books,Self-Help Guide,112.91,3,2024-06-08,North,Bank Transfer,4.0
1428,Ali Raza,Electronics,Noise Cancelling Headphones,284.35,4,2024-11-02,East,Bank Transfer,3.0
1429,Zainab Malik,Clothing,Wool Sweater,265.24,4,2025-02-08,West,Cash on Delivery,3.0
1430,Mariam Butt,Clothing,Baseball Cap,230.54,5,2024-10-05,East,Cash on Delivery,3.0
1431,Usman Chaudhry,Home & Kitchen,Ceramic Mug Set,192.88,5,2025-04-08,,Debit Card,3.0
1432,Usman Malik,Sports,Yoga Mat,59.85,1,2024-10-15,West,,3.0
1433,Tariq Khan,Clothing,Running Shoes,128.97,4,2025-01-15,East,Credit Card,4.0
1434,Ali Ahmed,Electronics,Noise Cancelling Headphones,58.57,3,2025-01-25,South,Cash on Delivery,5.0
1435,Hassan Javed,Clothing,Wool Sweater,221.92,1,2025-06-17,West,PayPal,3.0
1436,Hassan Iqbal,Sports,Jump Rope,41.03,4,2024-11-01,North,Debit Card,4.0
1437,Kamran Hussain,Electronics,USB-C Cable,239.35,5,2024-05-02,North,Credit Card,
1438,Ayesha Javed,Sports,Resistance Bands,114.56,1,2024-09-11,North,Bank Transfer,3.0
1439,Bilal Javed,Electronics,Wireless Mouse,109.88,2,2024-04-19,South,PayPal,4.0
1440,Bilal Shah,Books,Cookbook,11.3,4,2025-01-01,North,Cash on Delivery,5.0
1441,Omar Javed,Books,Cookbook,172.18,5,2024-12-22,East,Bank Transfer,4.0
1442,Tariq Khan,Books,Self-Help Guide,246.73,5,2025-01-10,Central,Cash on Delivery,4.0
1443,Rabia Raza,Home & Kitchen,Storage Bin,75.44,6,2024-03-05,South,Bank Transfer,
1444,Fatima Ahmed,Sports,Water Bottle,100.17,6,2024-11-25,Central,Credit Card,5.0
1445,Sara Chaudhry,Electronics,Laptop Stand,36.58,2,2024-04-11,West,Cash on Delivery,4.0
1446,Ali Hussain,Electronics,Webcam,70.11,6,2024-03-13,West,Credit Card,5.0
1447,Amna Shah,Sports,Cycling Gloves,247.5,6,2024-02-29,Central,Credit Card,4.0
1448,Rabia Raza,Clothing,Baseball Cap,33.65,6,2024-08-24,South,Debit Card,4.0
1449,Faisal Iqbal,Clothing,Baseball Cap,226.01,4,2024-04-18,West,Cash on Delivery,4.0
1450,Hina Iqbal,Books,History Book,104.57,2,2025-03-29,Central,PayPal,3.0
1451,Kamran Butt,Home & Kitchen,Storage Bin,76.01,5,2024-08-07,East,PayPal,5.0
1452,Mariam Khan,Electronics,Mechanical Keyboard,180.75,5,2024-05-18,East,Debit Card,3.0
1453,Fatima Khan,Home & Kitchen,Storage Bin,155.83,5,2024-06-07,West,PayPal,4.0
1454,Faisal Raza,Sports,Resistance Bands,73.73,3,2024-04-04,Central,Debit Card,4.0
1455,Amna Shah,Clothing,Wool Sweater,248.58,6,2024-04-07,North,Bank Transfer,2.0
1456,Fatima Hussain,Home & Kitchen,LED Desk Lamp,264.54,4,2025-03-02,Central,Credit Card,
1457,Omar Butt,Home & Kitchen,Storage Bin,17.15,5,2024-06-02,South,Debit Card,5.0
1458,Nadia Shah,Books,History Book,174.7,1,2024-08-15,West,Debit Card,4.0
1459,Nadia Malik,Electronics,Power Bank,82.45,4,2025-05-28,South,Cash on Delivery,4.0
1460,Zainab Hussain,Sports,Resistance Bands,170.54,6,2025-06-20,North,PayPal,2.0
1461,Hina Hussain,Electronics,Bluetooth Speaker,203.17,4,2025-01-09,East,PayPal,
1462,Tariq Khan,Clothing,Running Shoes,186.79,4,2024-05-29,South,Debit Card,
1463,Mariam Khan,Electronics,Bluetooth Speaker,223.18,2,2024-05-31,East,Credit Card,5.0
1464,Usman Butt,Clothing,Leather Belt,163.71,2,2025-06-19,West,Bank Transfer,4.0
1465,Usman Malik,Books,History Book,272.28,5,2024-02-14,North,PayPal,3.0
1466,Kamran Shah,Electronics,Noise Cancelling Headphones,198.15,1,2024-03-09,East,Credit Card,5.0
1467,Omar Javed,Books,Cookbook,294.04,5,2024-04-11,Central,Bank Transfer,4.0
1468,Zainab Butt,Books,History Book,278.27,1,2024-02-10,East,PayPal,5.0
1469,Zainab Butt,Home & Kitchen,Cutting Board,108.81,6,2024-11-05,East,Credit Card,
1470,Bilal Ahmed,Electronics,Mechanical Keyboard,71.55,3,2025-02-06,West,Bank Transfer,
1471,Mariam Chaudhry,Clothing,Wool Sweater,75.91,2,2025-03-12,East,Cash on Delivery,4.0
1472,Mariam Butt,Sports,Jump Rope,206.79,2,2024-05-21,South,Cash on Delivery,4.0
1473,Ayesha Iqbal,Clothing,Running Shoes,25.01,5,2024-05-01,South,Credit Card,3.0
1474,Bilal Hussain,Books,Self-Help Guide,135.69,6,2024-10-07,,Debit Card,4.0
1475,Amna Hussain,Sports,Water Bottle,183.65,5,2024-08-24,South,Credit Card,3.0
1476,Ayesha Raza,Clothing,Baseball Cap,254.61,4,2025-01-17,West,Cash on Delivery,4.0
1477,Hassan Hussain,Books,Fiction Novel,278.0,4,2024-08-15,North,Debit Card,5.0
1478,Sara Chaudhry,Home & Kitchen,Throw Pillow,266.84,4,2025-02-18,West,PayPal,2.0
1479,Imran Ahmed,Sports,Jump Rope,159.94,6,2024-02-09,West,Cash on Delivery,5.0
1480,Imran Khan,Sports,Cycling Gloves,295.23,1,2025-01-31,South,PayPal,5.0
1481,Imran Malik,Home & Kitchen,Throw Pillow,54.11,3,2024-02-25,West,Cash on Delivery,4.0
1482,Tariq Khan,Sports,Jump Rope,44.92,4,2024-11-27,South,Cash on Delivery,
1483,Fatima Ahmed,Books,Fiction Novel,78.77,6,2024-06-16,North,Cash on Delivery,
1484,Rabia Raza,Books,History Book,185.56,2,2025-01-22,North,Debit Card,3.0
1485,Nadia Shah,Clothing,Denim Jacket,261.3,2,2024-02-22,East,Cash on Delivery,5.0
1486,Tariq Javed,Clothing,Denim Jacket,6.04,3,2024-01-13,West,Bank Transfer,5.0
1487,Tariq Ahmed,Clothing,Baseball Cap,199.54,4,2025-02-23,Central,Bank Transfer,5.0
1488,Ayesha Malik,Sports,Jump Rope,246.94,2,2024-02-20,North,PayPal,5.0
1489,Fatima Raza,Sports,Jump Rope,93.04,1,2024-02-20,South,Debit Card,
1490,Faisal Iqbal,Sports,Jump Rope,237.26,2,2025-04-11,North,Credit Card,5.0
1491,Sana Malik,Electronics,Power Bank,253.78,1,2024-10-26,North,PayPal,3.0
1492,Ahmed Javed,Clothing,Baseball Cap,22.16,5,2025-06-25,Central,PayPal,2.0
1493,Amna Chaudhry,Sports,Jump Rope,298.53,3,2024-05-12,West,Bank Transfer,
1494,Fatima Khan,Sports,Resistance Bands,214.03,2,2024-01-02,West,Credit Card,3.0
1495,Ali Hussain,Books,Fiction Novel,103.47,5,2024-08-05,East,PayPal,4.0
1496,Kamran Chaudhry,Home & Kitchen,Ceramic Mug Set,38.58,3,2024-12-15,Central,Credit Card,4.0
1497,Sana Malik,Books,Programming Handbook,240.19,6,2024-05-19,West,Bank Transfer,3.0
1498,Rabia Butt,Electronics,Mechanical Keyboard,171.66,6,2024-11-19,North,Debit Card,
1499,Omar Raza,Home & Kitchen,Ceramic Mug Set,291.04,3,2024-02-01,Central,Debit Card,
1500,Usman Raza,Electronics,Mechanical Keyboard,213.05,3,2024-02-02,North,Cash on Delivery,3.0
1305,Amna Shah,Books,Cookbook,299.19,6,2024-05-31,East,Credit Card,4.0
1341,Sana Javed,Home & Kitchen,Storage Bin,13.5,6,2024-05-13,North,Cash on Delivery,5.0
1048,Kamran Malik,Home & Kitchen,Throw Pillow,148.26,4,2024-12-10,West,Debit Card,
1068,Mariam Javed,Sports,Cycling Gloves,90.92,2,2024-10-22,North,Debit Card,5.0
1480,Imran Khan,Sports,Cycling Gloves,295.23,1,2025-01-31,South,PayPal,5.0
